num,text_content_h1,text_content_h2,time_go,content_author,last_author,last_time,img_list
685,没想到我男朋友也是这样的人,,5-23,Dazzer,wauv🌐,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=20b4e0d0e5cc7cd9fa2d34d1093a213f/5fdf8db1cb13495485381359104e9258d1094aed.jpg?tbpicau=2024-05-29-05_183819bf5f21e50fbd1e58ad95b2bf3a']
2,小丑们看好了，没事别整天在那大交，干点正事。教学贴jg,本人玩贴吧大概也超过10年了，从D8到孙吧看到了一代人有一代人的乐子。不过现在贴吧风气都被孙吧给带歪了，本人决定教大家一点有用的东西，别整天学小丑就知道大交了,15:51,Smile喵喵灬酱,甜萝卜头子,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=9aeb2d3e8e95d143da76e42b43cb8302/4bed2e738bd4b31c5f4d5586c1d6277f9e2ff89f.jpg?tbpicau=2024-05-29-05_e99ca7e3d44d2332470ad7e728f9fda7']
1361,吧友们如果为人父母会如何做？,假如你有两个孩子，一个孩子上清华，一个孩子上大专，你会偏心吗？公平的说，不带任何感情色彩，应该所有人都会偏心吧。这位网友举了自己的真实例子。,5-16,贴吧用户_G16DeAa,LAC_Archer,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=73a14d8d23380cd7e61ea2e5917fac34/cf1b9d16fdfaaf5130013382ca5494eef01f7a29.jpg?tbpicau=2024-05-29-05_4523639d6db820ae4c7a6756d1f266d4']
5305,和罪犯共情上了,,4-17,一生只爱碧萝😘,贴吧用户_QNR7St6,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=e8b5861b393e6709be0045f70bfc9f3d/d50735fae6cd7b89d16240bf492442a7d9330efb.jpg?tbpicau=2024-05-29-05_1f063c17fb085dd04a790934c661e4af', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=2e0d28058f3d70cf4cfaaa05c8e7d100/e7cd7b899e510fb35e170dab9f33c895d1430cfb.jpg?tbpicau=2024-05-29-05_d1128c3104aaf44a3d79dacb2693cd78']"
239,这是真北大还是拿北大当抖+,,5-24,Aweome_1030,可靠的老司机丶,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=6ad8922e4ff79052ef1f47363cc8d6ca/11385343fbf2b211d96f64738c8065380cd78e4e.jpg?tbpicau=2024-05-29-05_3732d10301469f4dde665ac93ed9c3e8', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=108766f605166d223877159c761808f7/3bf33a87e950352a8320c4351543fbf2b2118b4e.jpg?tbpicau=2024-05-29-05_97103d7f38b0f5622f325365dd11b50c']"
106,全世界都是一样的,,5-23,dddcko,贴吧用户_5JJy7a,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=6f6e96b88fea15ce41eee001863b3bf3/3801213fb80e7bec38b2fbdc692eb9389b506ba7.jpg?tbpicau=2024-05-29-05_1e2b7787d6a1ad2643a1f495f11dd5d7', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=bd7fe539729b033b2c88fcd225f537d3/7dd98d1001e93901486a75033dec54e736d196a7.jpg?tbpicau=2024-05-29-05_535d6d3cd91ae71545fcf134c87493af']"
9,想听听吧友怎么看待所谓的“猫孝子”和所谓的“虐猫小鬼”,rt,14:44,ixhearth,ixhearth,15:52,[]
1396,久闻孙吧大名，希望大家来品鉴一下,因为好多人都说孙吧对女性的评价是最尖锐的，所以，我想看一下吧友对我表妹的择偶评价。先是自身条件，98年的，身高167，脱鞋，体重57kg，外貌个人现实观感还行，起码不化妆出门都有人要微信，还不止一次。211毕业，学校排名一般，排名大概是80-110左右，具体的不方便透露。目前只有一段高中时期初恋，因大学异地分手，没有其他感情经历。不抽烟，不喝酒，不泡吧，无纹身，但是会玩游戏，也会追剧。生活在十八线小县城，算是拆二代，,4-28,会咪啪的紫妹,贴吧用户_75ZR8W2,15:52,[]
61,姐妹共鸣吧咋回事啊，怎么都在骂孙吧蓝牌◔‸◔,,5-26,牛蛙🍀,御魇Oracle,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=5dc638de112c11dfded1bf2b531c62d0/1b4c510fd9f9d72a5f46ef20922a2834349bbbe9.jpg?tbpicau=2024-05-29-05_e27988d24fdf67c4b57b8e42255d9bab']
0,想问大家异地恋都是怎么坚持的,如题，楼主目前大二，和y谈恋爱两年，最近时常感到迷茫,15:52,贴吧用户_5N4P7XU,贴吧用户_5N4P7XU,15:52,[]
28,就算交白卷她也会给满分,但你却弃考😔,5-26,贴吧用户_7XVyVMU,takato810,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=4eae6c49adf81a4c2632ecc1e7116159/d1a20cf431adcbef3494a03beaaf2edda3cc9f6f.jpg?tbpicau=2024-05-29-05_d683ed122151a90cb68ede88eaf4ae21']
373,我他妈是学生啊，我还以为是牲口呢,,5-21,虎哥哥ig,灯火阑珊ººლ,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3bc70af01466d0167e199e20a710d407/1f178a82b9014a90f41fcf80ef773912b31beeee.jpg?tbpicau=2024-05-29-05_35598b9de90949d97467d98ec4f09716']
1220,姐妹共鸣吧等级名字太难崩了,8u🚪如何评价捏,5-26,JC社♬,贴吧用户_7U9SRW7,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=b6b8806d4a3387449cc52f746134d8f9/5882b2b7d0a20cf4713120e230094b36acaf996e.jpg?tbpicau=2024-05-29-05_e26f3e5824456e62dc20a7390fa276e9', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=54ff1d292d600c33f079dec02a77500f/ac345982b2b7d0a23368daa08def76094b369a6e.jpg?tbpicau=2024-05-29-05_d201960248cac4614a70bf406c82800c']"
148,遇到逆天的了，来个🐔大的评价一下,,5-24,emmmmm56755,拉基的名字,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=96ad560ce78b87d65042ab1737332938/4e4a20a4462309f7b5e3492f340e0cf3d7cad67b.jpg?tbpicau=2024-05-29-05_7ad5ecd4b6ac1ffd72b3f69fa32fe08f']
114,鼠鼠们，帮我支个招,前几个月跟公司一个女生表白了，本来以为她已经结婚了，所以最初的想法是跟她表白，然后跟她贴贴。结果当时表白完后，她跟我说她已经订婚了，过几天就结婚，我当时就亚麻带了，后续在公司见到她，跟她打招呼她也没有刻意躲着我之类的，也没跟其他人说这个事。现在夏天到了，我又馋了，但是自从那次表白就没跟她聊过天，而且她又搬到公司楼上了，每天基本上见不着，请问这种情况下，我要是直接表达我馋了，她会不会跟其他人说这个事,5-25,Makeyleilei,Makeyleilei,15:52,[]
1452,不愧是版本t0,,5-24,贴吧用户_5Ky5UXR,取你牛魔酬宾,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=cd037fa268dda3cc0be4b82831d23901/35a85edf8db1cb13cf61da2e9b54564e92584b87.jpg?tbpicau=2024-05-29-05_6843ce87214120effbd458c722190256']
761,又高人一等上了,,5-25,yjfgxch,死亡早晚面对,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=f6898a6eb0246b607b0eb27cdbc31b4c/a044ad345982b2b79822edf977adcbef76099b4a.jpg?tbpicau=2024-05-29-05_a395a130eb109041b460b738228a4e8e']
79,帮任何人找到对象，扣1报名,上班摸鱼没刷到有意思的帖子，开个情感贴，我熟于各种情况，大致问几个问题，然后我有我的办法。,12:41,贴吧用户_aAt8263,贴吧用户_Q2W63U8,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=0139b6e37b6d55fbc5c6762e5d194e4a/37d3d539b6003af31d29065d732ac65c1038b678.jpg?tbpicau=2024-05-29-05_effdd185cd87f3f47e348dff4523108b']
2363,这名字是真的一听就很有艺术感,,5-25,贴吧用户_58XXJNU,酸橙与盐-,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=7bcfd158f519ebc4c0787691b21dcefc/1c950a7b02087bf4082fb9d4b4d3572c10dfcfc8.jpg?tbpicau=2024-05-29-05_328ecdd53e20db543a2097079befbd01']
21,兄弟们这是真的吗？,我迷茫了一直在追一个女生,03:16,吕布在此哈,倘若可以不悲伤,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=0ed90d120734970a47731027a5f1d1c8/80cb39dbb6fd5266761cf929ed18972bd40736dc.jpg?tbpicau=2024-05-29-05_5cb87ddd84c6e71a58f34f90914be364']
212,我的条件真的很差吗,,5-25,贴吧用户_GJGMQeD,贴吧用户_QZX5GyN,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=e3d652f01466d0167e199e20a710d407/1f178a82b9014a902c0e9780ef773912b31beed8.jpg?tbpicau=2024-05-29-05_aa0ac00c4fe4dbb66c55e8325ad90053']
55,求大家骂醒我,异地恋现在大一下学期女朋友从来不主动找我每次都是我找她聊天然后她很晚才回我而且很敷衍每次见面都是我找她但是一打视频她就嬉皮笑脸的说话让人很无奈就是每天情绪都被她掌控着她除非找我有事或者太无聊才会找我说话感觉自己就是个小丑不想再这样下去了但是我对她的感情真的很深就是可以付出一切的那种又爱又恨的想走出这沼泥潭求大家骂醒我这几天更是受不了了天天冷暴力我,5-22,贴吧用户_G9K9CRe,贴吧用户_JJAK6S,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=9178974ebdf2b211e42e8546fabb6538/e4dde71190ef76c626af0a16db16fdfaaf51678a.jpg?tbpicau=2024-05-29-05_fc80f2bdf3ec61640a451fc8cb6dc131', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=d1033ffff4119313c743ffb855030cd7/e61190ef76c6a7ef4c5b591bbbfaaf51f3de668a.jpg?tbpicau=2024-05-29-05_ef19feed9d64980b4e1b1a08eeac4f81', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=78b2761cd513b07ebdbd50003cec9123/91ef76c6a7efce1b1e5639f7e951f3deb48f658a.jpg?tbpicau=2024-05-29-05_d0568d5f2be764b5da2a53056de44ca9']"
28,考研吧要被营销号占领了吗😭,清华大学拟录取图镇楼考研吧至暗之日,12:26,呵工艺美,不管好😺坏😺,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ec9384cbe1efce1bea2bc8c29f6af2de/a71ea8d3fd1f4134eb76c243631f95cad1c85e4e.jpg?tbpicau=2024-05-29-05_de0e2942dae9c77cd775de079050c192']
6714,我该怎么回复她？,,4-13,隔壁王叔😘,坤坤坤坤咯咯咯,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=df7fba5d49b30f24359aec0bf8aed043/f9198618367adab4ee1b0a7fcdd4b31c8601e4c7.jpg?tbpicau=2024-05-29-05_3de174a00bfa16d920549fc22b82d380', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=bfd5152804a7d933bfa8e47b9d70d013/377adab44aed2e733bb2a910c101a18b87d6fab7.jpg?tbpicau=2024-05-29-05_436d00522135b66679411bad1af48065']"
45,记录一下生命中的过客,刚经历了一个足以改变人生轨迹的失败，就像大家所说的，人教人远不如事教人,09:58,大撕四方Ω,大撕四方Ω,15:52,[]
4,想死了怎么办？,转去业失败，呆在水文与水资源工程这个套牌土木专业里，我一下感觉人生看到了头，毕业就失业，真想去死了。,15:34,time九道,贴吧用户_7E9X1A,15:52,[]
4918385,孙吧官方水楼别处灌水会被封,,2023-04,º荧光OvO,未知,未知,[]
6726,2024上半年吧务招募,,3-24,小被一盖,未知,未知,[]
892,大快人心,,5-24,梭哈你就来,-阿风,15:52,[]
1270,这都能洗白吗？,这都能洗白，脑残吗,5-23,爱恋是否如雨止,贴吧用户_JSZ31t,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3ddd834766a446237ecaa56aa819730e/342ac65c10385343ab0d7e1cd513b07ecb8088c9.jpg?tbpicau=2024-05-29-05_b41052b596bece94d9e759b219d5f201', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=18047ef605166d223877159c761808f7/3bf33a87e950352a8ba3dc351543fbf2b3118bc9.jpg?tbpicau=2024-05-29-05_5f889f56c29a26ca0ac92ce9bc3e93a3']"
39,听听鼠鼠4天被杀1w的事吧，楼下细琐,以身入局，输天半子,14:53,贴吧用户_a4M2DDR,贴吧用户_a4M2DDR,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=787430f0ba039245a1b5e107b7afa5c2/a50f4bfbfbedab64b8f58bfdb136afc379311e0c.jpg?tbpicau=2024-05-29-05_74b40588b76c89bab96751f6fd361674']
1466,朋友圈天天被他刷屏,,5-19,jo斯达💫,tdtihfd,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=e0b469292d600c33f079dec02a77500f/ac345982b2b7d0a28723aea08def76094b369a21.jpg?tbpicau=2024-05-29-05_3f48c59dfe697659d13f023f06634f5b']
19272,顶级逆天南,学校里有人偷女孩子的袜子去打角,3-15,贴吧用户_5G2aNXG,贴吧用户_J76Vyyy,15:52,[]
21,8u🚪17岁的爱情能走到最后吗,没人就不细嗦了,15:19,青禾jm,青禾jm,15:52,[]
1002,如何评价牢马？,,5-22,贴吧用户_Ja56JPR,五中穷鬼,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=a375df54632dd42a5f0901a333005ab5/adaf2edda3cc7cd9f94fbee47f01213fb80e91a9.jpg?tbpicau=2024-05-29-05_438956f131ef30ffcb061951e0390340']
4887,没想到还能刷到这么经典的闹贪,,5-19,北极星dj,小辰ovo😇,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ac3dffa2e20f4bfb8cd09e5c337478f0/267f9e2f07082838310f4c29fe99a9014c08f189.jpg?tbpicau=2024-05-29-05_5df07ef7486ee5bbbcd7971c4e9c16fc']
1715,我发颇具争议的食物，你们评价喜欢与否,,5-26,金属毁灭者X♤,辣条萌主QAQ,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3b1edd43631f95caa6f592bef92c7f3e/5366d0160924ab183b3f390a73fae6cd7b890be6.jpg?tbpicau=2024-05-29-05_cfa7c4e48c9bc7309263dad17542c031']
2121,WhatcaIay,遇到这种情况怎么办,5-23,A1645297,小白是被坑的😢,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=0088eea9002309f7e76fad1a42350df3/c75c10385343fbf2fdd35d1ef67eca8065388f14.jpg?tbpicau=2024-05-29-05_30c1ae4db76c8c6aeb0e320f5eecfaaa']
133,什么工作？,,5-26,贴吧用户_7PDKE15,贴吧用户_GWZPE51,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=17f0dff7c48ba61edfeec827710f960a/1ad5ad6eddc451da270ed5d6f0fd5266d0163217.jpg?tbpicau=2024-05-29-05_a2574a0d390d2d09a257b6355a1d7508', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=bd1d5033f73533faf5b6932698e8fc1f/d31b0ef41bd5ad6e7901bdd7c7cb39dbb6fd3c17.jpg?tbpicau=2024-05-29-05_4c142d672c3ae41b310b8016f308a218']"
208,记录一下生活,,5-8,就自自闭-,就自自闭-,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=d87fe61b4f24ab18e016e13f05c1e6cd/b8014a90f603738d236e0f1ff51bb051f819ece3.jpg?tbpicau=2024-05-29-05_1f5d44e7f23675d4420a4fe090001c19']
23,这画已经被挂到xh了，开局就意满离,,5-26,贴吧用户_a6GZ37y,匿名用户207,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=fb19561f8efcc3ceb4c0c93ba27ed688/72f082025aafa40ff7f214e0ed64034f78f019d3.jpg?tbpicau=2024-05-29-05_6cc81f3754e2d412981926f5465a7dfc']
8125,关于鼠鼠和抛油结婚的故事,看了这么久的乐子，鼠鼠决定将将自己。这是一个典型的小头强控大头的故事，鼠鼠和自己的抛油结婚多年了，这件事一直是埋藏在鼠鼠内心深处的秘密，除了一个相识多年的老友知情以外，没人知道鼠鼠和老婆曾经的关系。这些年一直想找一个倾诉的窗口，现在说出来让大伙图一乐，也算是个让鼠鼠释怀的机会。接下来准备细说,5-21,一名YM-,升级版召唤兽,15:52,[]
3153,男小丑都看腻了吧今天来看看母小丑,是的本母鼠就是干了“给男人花钱”还被一脚踹开的🤡事，至于我是怎么醒悟的，还要从头说起。（真耗子镇楼）,5-23,贴吧用户_aQ6UtXV,吸尘器🔯,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=7a4984f6f4fb43161a1f7a72109f4623/b7003af33a87e950720e175156385343fbf2b4f6.jpg?tbpicau=2024-05-29-05_7ced8d18146affaaf7eac59054c9ad14']
180,女子520问丈夫要红包。说不给考虑后果。,,5-23,贵溪火车站,贴吧用户_aGM913a,15:52,[]
221,关于鼠鼠一直给十年白月光初恋做舔狗这件事,,5-23,BakiHm💫,贴吧用户_5EWS854,15:52,[]
0,8u们，在路边看到一个药店封面插图像日本的膏药旗,不知道是不是我多疑了，今天等公交车的时候看到有个药店，名称叫111，我当时直接感觉不对劲，怎么特别像711然后这个药店封面版图是白色加红色，越看越像小日本的国旗，难道真的是我多疑了？间谍文化已经渗透进来了吗,15:52,贴吧用户_GQ8VMA8,贴吧用户_GQ8VMA8,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=b153730ce78b87d65042ab1737332938/4e4a20a4462309f7921d6c2f340e0cf3d7cad699.jpg?tbpicau=2024-05-29-05_ed7f33089734364007f792deb9effc2b']
1,真的，越看越想骂人了,,15:51,贴吧用户_GX3492P,贴吧用户_GX3492P,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ade2762b89fc1e17fdbf8c397aabf703/63d9f2d3572c11df47a77e1e252762d0f703c29e.jpg?tbpicau=2024-05-29-05_b7023171e5d430b70db279b06f44640b', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3fb7ea1acc82b9013dadc33b43b6a877/562c11dfa9ec8a13936c96ddb103918fa0ecc09e.jpg?tbpicau=2024-05-29-05_cdd9863b05fde48e5e5decf526e1479c', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=78c94d0c0c90f60304b09c4f0929b21b/a8ec8a13632762d005486582e6ec08fa513dc69e.jpg?tbpicau=2024-05-29-05_90b27d8f4e5714ccdbc80711e111601a']"
142,造价一两万的艺术品，本以为这作品已经够抽象了，没想到作者,没想作者更是重量级,5-25,小凡q🌞,贴吧用户_QPR4eJ,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=a41dfa41170fd9f9a01755611516d52a/30adcbef76094b36e34aced0e5cc7cd98d109d37.jpg?tbpicau=2024-05-29-05_a4983e8bc8b50a9f662a86b0590b1c30', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=51c7af4766a446237ecaa56aa819730e/342ac65c10385343c717521cd513b07eca808837.jpg?tbpicau=2024-05-29-05_4a03fa25aa375e8ca34f08ec9bae5ec0', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=00ea39f4912a60595210e112180f359b/77094b36acaf2eddf2299cd4cb1001e939019337.jpg?tbpicau=2024-05-29-05_c62a14b274885efb2b84578a1f2e949b']"
685,没想到我男朋友也是这样的人,,5-23,Dazzer,wauv🌐,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=20b4e0d0e5cc7cd9fa2d34d1093a213f/5fdf8db1cb13495485381359104e9258d1094aed.jpg?tbpicau=2024-05-29-05_183819bf5f21e50fbd1e58ad95b2bf3a']
2,小丑们看好了，没事别整天在那大交，干点正事。教学贴jg,本人玩贴吧大概也超过10年了，从D8到孙吧看到了一代人有一代人的乐子。不过现在贴吧风气都被孙吧给带歪了，本人决定教大家一点有用的东西，别整天学小丑就知道大交了,15:51,Smile喵喵灬酱,甜萝卜头子,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=9aeb2d3e8e95d143da76e42b43cb8302/4bed2e738bd4b31c5f4d5586c1d6277f9e2ff89f.jpg?tbpicau=2024-05-29-05_e99ca7e3d44d2332470ad7e728f9fda7']
1361,吧友们如果为人父母会如何做？,假如你有两个孩子，一个孩子上清华，一个孩子上大专，你会偏心吗？公平的说，不带任何感情色彩，应该所有人都会偏心吧。这位网友举了自己的真实例子。,5-16,贴吧用户_G16DeAa,LAC_Archer,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=73a14d8d23380cd7e61ea2e5917fac34/cf1b9d16fdfaaf5130013382ca5494eef01f7a29.jpg?tbpicau=2024-05-29-05_4523639d6db820ae4c7a6756d1f266d4']
5305,和罪犯共情上了,,4-17,一生只爱碧萝😘,贴吧用户_QNR7St6,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=e8b5861b393e6709be0045f70bfc9f3d/d50735fae6cd7b89d16240bf492442a7d9330efb.jpg?tbpicau=2024-05-29-05_1f063c17fb085dd04a790934c661e4af', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=2e0d28058f3d70cf4cfaaa05c8e7d100/e7cd7b899e510fb35e170dab9f33c895d1430cfb.jpg?tbpicau=2024-05-29-05_d1128c3104aaf44a3d79dacb2693cd78']"
239,这是真北大还是拿北大当抖+,,5-24,Aweome_1030,可靠的老司机丶,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=6ad8922e4ff79052ef1f47363cc8d6ca/11385343fbf2b211d96f64738c8065380cd78e4e.jpg?tbpicau=2024-05-29-05_3732d10301469f4dde665ac93ed9c3e8', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=108766f605166d223877159c761808f7/3bf33a87e950352a8320c4351543fbf2b2118b4e.jpg?tbpicau=2024-05-29-05_97103d7f38b0f5622f325365dd11b50c']"
106,全世界都是一样的,,5-23,dddcko,贴吧用户_5JJy7a,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=6f6e96b88fea15ce41eee001863b3bf3/3801213fb80e7bec38b2fbdc692eb9389b506ba7.jpg?tbpicau=2024-05-29-05_1e2b7787d6a1ad2643a1f495f11dd5d7', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=bd7fe539729b033b2c88fcd225f537d3/7dd98d1001e93901486a75033dec54e736d196a7.jpg?tbpicau=2024-05-29-05_535d6d3cd91ae71545fcf134c87493af']"
9,想听听吧友怎么看待所谓的“猫孝子”和所谓的“虐猫小鬼”,rt,14:44,ixhearth,ixhearth,15:52,[]
1396,久闻孙吧大名，希望大家来品鉴一下,因为好多人都说孙吧对女性的评价是最尖锐的，所以，我想看一下吧友对我表妹的择偶评价。先是自身条件，98年的，身高167，脱鞋，体重57kg，外貌个人现实观感还行，起码不化妆出门都有人要微信，还不止一次。211毕业，学校排名一般，排名大概是80-110左右，具体的不方便透露。目前只有一段高中时期初恋，因大学异地分手，没有其他感情经历。不抽烟，不喝酒，不泡吧，无纹身，但是会玩游戏，也会追剧。生活在十八线小县城，算是拆二代，,4-28,会咪啪的紫妹,贴吧用户_75ZR8W2,15:52,[]
61,姐妹共鸣吧咋回事啊，怎么都在骂孙吧蓝牌◔‸◔,,5-26,牛蛙🍀,御魇Oracle,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=5dc638de112c11dfded1bf2b531c62d0/1b4c510fd9f9d72a5f46ef20922a2834349bbbe9.jpg?tbpicau=2024-05-29-05_e27988d24fdf67c4b57b8e42255d9bab']
0,想问大家异地恋都是怎么坚持的,如题，楼主目前大二，和y谈恋爱两年，最近时常感到迷茫,15:52,贴吧用户_5N4P7XU,贴吧用户_5N4P7XU,15:52,[]
28,就算交白卷她也会给满分,但你却弃考😔,5-26,贴吧用户_7XVyVMU,takato810,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=4eae6c49adf81a4c2632ecc1e7116159/d1a20cf431adcbef3494a03beaaf2edda3cc9f6f.jpg?tbpicau=2024-05-29-05_d683ed122151a90cb68ede88eaf4ae21']
